Role_Group_Encoded,Experience_Encoded,PythonRequired_scaled,LinuxRequired_scaled,NetworkingRequired_scaled,AWSRequired_scaled,AzureRequired_scaled,DockerRequired_scaled,KubernetesRequired_scaled,TerraformRequired_scaled,CyberSecurityRequired_scaled,CommunicationRequired_scaled,SalaryLPA_capped_scaled
1,2,0.4193586150495501,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.3068446626269875,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.6137473485214726
5,2,0.4193586150495501,0.7533279411105268,1.3575904469453062,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.6137473485214726
1,2,0.4193586150495501,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.3068446626269875,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.6137473485214726
5,2,0.4193586150495501,0.7533279411105268,1.3575904469453062,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.6137473485214726
5,2,0.8872144849007488,1.403568900805929,1.3575904469453062,-1.3496815683752792,-1.3922681276354048,0.7031735010065936,1.2503920002049744,0.9643342578266638,-0.5072162750609452,0.5162965089884657,2.2797841162062773
5,3,0.8872144849007488,1.403568900805929,1.3575904469453062,0.8418805822538873,-1.3922681276354048,0.7031735010065936,1.2503920002049744,1.3037136962034297,-0.5072162750609452,0.5162965089884657,2.2797841162062773
0,2,0.8872144849007488,-0.5471539782802777,0.5680697614877523,-1.3496815683752792,-1.0755802317516234,-0.3113759491260869,0.6213604418196499,0.9643342578266638,0.2289206197177717,2.317841774395027,2.2797841162062773
3,2,0.8872144849007488,-1.19739493797568,1.3575904469453062,-1.6627618756080174,1.4579229353186276,-0.3113759491260869,0.9358762210123122,-0.3931834956803993,0.5969890671071303,2.317841774395027,2.2797841162062773
4,2,0.8872144849007488,1.403568900805929,2.14711113240286,1.1549608894866257,-1.3922681276354048,-0.9877422492145408,-1.2657342333363235,-1.0719423724339308,-0.1391478276715867,2.317841774395027,2.2797841162062773
1,2,0.8872144849007488,0.7533279411105268,2.14711113240286,0.2157199677884111,0.5078592476672835,0.7031735010065936,1.2503920002049744,-1.0719423724339308,1.3331259618858473,-0.3844761237148148,0.3085192384112793
1,2,0.4193586150495501,0.7533279411105268,-1.0109716094273555,0.2157199677884111,0.5078592476672835,1.0413566510508203,1.2503920002049744,1.3037136962034297,0.2289206197177717,-0.3844761237148148,-1.3763399293969876
3,1,0.4193586150495501,0.1030869814151245,-1.0109716094273555,0.5288002750211492,0.8245471435510648,0.3649903509623667,1.2503920002049744,1.3037136962034297,-0.5072162750609452,0.5162965089884657,-1.3763399293969876
5,1,0.8872144849007488,0.7533279411105268,0.5680697614877523,-0.410440646677065,-0.4422044399840606,0.0268072009181398,0.6213604418196499,-0.7325629340571651,0.2289206197177717,0.5162965089884657,0.5933988078474598
3,1,-0.0484972548016485,0.1030869814151245,-1.0109716094273555,0.2157199677884111,0.5078592476672835,0.7031735010065936,1.2503920002049744,0.9643342578266638,0.5969890671071303,0.5162965089884657,-1.4495946758234337
4,1,0.8872144849007488,0.1030869814151245,0.5680697614877523,0.8418805822538873,1.1412350394348465,0.3649903509623667,0.3068446626269875,0.9643342578266638,2.0692628566645643,0.5162965089884657,-1.351921680588172
3,1,1.8229262246031464,0.1030869814151245,-1.8004922948849094,0.8418805822538873,0.8245471435510648,0.7031735010065936,0.9358762210123122,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.400758178205803
0,1,-0.0484972548016485,-3.148117817061886,-4.169054351257572,0.8418805822538873,0.8245471435510648,-1.6641085493029943,-1.2657342333363235,-1.4113218108106966,-0.8752847224503036,1.4170691416917462,-1.400758178205803
5,1,1.3550703547519476,0.7533279411105268,-1.0109716094273555,0.2157199677884111,-1.3922681276354048,-1.3259253992587676,-1.2657342333363235,-1.4113218108106966,0.2289206197177717,1.4170691416917462,0.2678221570632537
1,1,0.8872144849007488,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,1.4579229353186276,0.7031735010065936,0.9358762210123122,-0.7325629340571651,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,1.3550703547519476,0.7533279411105268,0.5680697614877523,0.8418805822538873,1.1412350394348465,0.7031735010065936,0.9358762210123122,1.3037136962034297,-0.1391478276715867,1.4170691416917462,0.3085192384112793
1,2,0.8872144849007488,0.1030869814151245,-0.2214509239698015,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.9358762210123122,1.3037136962034297,-0.5072162750609452,0.5162965089884657,-1.5472676710586957
1,2,0.8872144849007488,0.1030869814151245,-0.2214509239698015,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.9358762210123122,1.3037136962034297,-0.5072162750609452,0.5162965089884657,-1.6449406662939574
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,0.8872144849007488,0.1030869814151245,-0.2214509239698015,0.2157199677884111,0.5078592476672835,0.7031735010065936,0.3068446626269875,0.9643342578266638,0.2289206197177717,0.5162965089884657,0.4102619417813438
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.6449406662939574
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.6449406662939574
5,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.6449406662939574
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.6449406662939574
5,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-1.6449406662939574
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
5,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
5,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
5,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
5,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
5,2,0.8872144849007488,0.7533279411105268,0.5680697614877523,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.6213604418196499,0.6249548194498981,-0.5072162750609452,0.5162965089884657,0.4102619417813438
1,2,-0.5163531246528473,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,1.1412350394348465,0.0268072009181398,0.6213604418196499,-1.0719423724339308,-0.8752847224503036,0.5162965089884657,0.2474736163892405
1,2,-0.5163531246528473,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,1.1412350394348465,0.0268072009181398,0.6213604418196499,-1.0719423724339308,-0.8752847224503036,0.5162965089884657,0.2474736163892405
5,2,-0.5163531246528473,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,1.1412350394348465,0.0268072009181398,0.6213604418196499,-1.0719423724339308,-0.8752847224503036,0.5162965089884657,0.2474736163892405
5,2,-0.5163531246528473,0.1030869814151245,-1.0109716094273555,-1.6627618756080174,1.1412350394348465,0.0268072009181398,0.6213604418196499,-1.0719423724339308,-0.8752847224503036,0.5162965089884657,0.2474736163892405
1,2,0.4193586150495501,-0.5471539782802777,-1.0109716094273555,1.1549608894866257,-1.0755802317516234,0.3649903509623667,-0.0076711165656746,0.6249548194498981,-0.1391478276715867,-0.3844761237148148,-1.5961041686763269
1,2,0.8872144849007488,0.1030869814151245,-1.0109716094273555,1.1549608894866257,-0.758892335867842,0.3649903509623667,-0.0076711165656746,0.6249548194498981,0.2289206197177717,0.5162965089884657,-1.6449406662939574
1,2,0.8872144849007488,0.1030869814151245,-1.0109716094273555,1.1549608894866257,-0.758892335867842,0.7031735010065936,0.3068446626269875,0.9643342578266638,0.2289206197177717,0.5162965089884657,-1.5228494222498803
1,2,0.8872144849007488,0.1030869814151245,-1.0109716094273555,1.1549608894866257,-0.758892335867842,0.7031735010065936,0.3068446626269875,0.9643342578266638,0.2289206197177717,0.5162965089884657,-1.5228494222498803
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,-1.3496815683752792,-1.0755802317516234,0.3649903509623667,0.3068446626269875,0.9643342578266638,-0.1391478276715867,-0.3844761237148148,-1.6693589151027732
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.3068446626269875,0.6249548194498981,-0.1391478276715867,-0.3844761237148148,-1.5716859198675113
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.3068446626269875,0.6249548194498981,-0.1391478276715867,-0.3844761237148148,-1.5716859198675113
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,0.5288002750211492,0.8245471435510648,0.7031735010065936,0.3068446626269875,0.9643342578266638,-0.1391478276715867,-0.3844761237148148,-1.63273154188955
1,2,0.8872144849007488,0.1030869814151245,-1.0109716094273555,0.8418805822538873,0.8245471435510648,1.0413566510508203,0.9358762210123122,1.3037136962034297,-0.1391478276715867,-0.3844761237148148,0.1050338316711504
3,2,1.8229262246031464,0.1030869814151245,-1.0109716094273555,1.1549608894866257,-1.3922681276354048,-1.3259253992587676,-1.580250012528986,-1.4113218108106966,-0.8752847224503036,0.5162965089884657,-0.7089077952893649
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,0.8418805822538873,1.1412350394348465,1.0413566510508203,0.9358762210123122,1.3037136962034297,-0.8752847224503036,0.5162965089884657,0.1050338316711504
1,2,0.4193586150495501,0.1030869814151245,-1.0109716094273555,1.1549608894866257,-1.3922681276354048,0.7031735010065936,-1.580250012528986,-1.4113218108106966,-0.8752847224503036,0.5162965089884657,-0.0984515750689783
1,2,0.8872144849007488,0.7533279411105268,-0.2214509239698015,1.1549608894866257,-1.0755802317516234,1.0413566510508203,0.9358762210123122,1.3037136962034297,-0.8752847224503036,0.5162965089884657,0.918975458631666
4,3,0.8872144849007488,-1.19739493797568,0.5680697614877523,-1.6627618756080174,-1.3922681276354048,-1.3259253992587676,0.9358762210123122,1.3037136962034297,-0.8752847224503036,1.4170691416917462,1.122460865371795
4,2,-0.5163531246528473,-1.19739493797568,1.3575904469453062,-1.6627618756080174,1.4579229353186276,-1.3259253992587676,-1.2657342333363235,0.9643342578266638,-0.5072162750609452,1.4170691416917462,-0.0984515750689783
4,2,0.4193586150495501,0.7533279411105268,0.5680697614877523,1.1549608894866257,-1.3922681276354048,-1.3259253992587676,-1.2657342333363235,-1.4113218108106966,-0.5072162750609452,0.5162965089884657,0.1050338316711504
1,2,-0.0484972548016485,0.1030869814151245,-0.2214509239698015,0.5288002750211492,-1.0755802317516234,0.3649903509623667,0.6213604418196499,0.9643342578266638,1.3331259618858473,0.5162965089884657,0.1050338316711504
1,2,0.8872144849007488,0.7533279411105268,-0.2214509239698015,0.8418805822538873,0.5078592476672835,1.0413566510508203,1.2503920002049744,1.6430931345801951,0.5969890671071303,0.5162965089884657,-0.3019369818091072
1,2,0.4193586150495501,0.7533279411105268,-0.2214509239698015,0.5288002750211492,0.8245471435510648,0.3649903509623667,-0.0076711165656746,0.6249548194498981,-0.8752847224503036,0.5162965089884657,-0.505422388549236
4,1,-0.5163531246528473,0.7533279411105268,0.5680697614877523,0.8418805822538873,0.1911713517835021,0.3649903509623667,0.9358762210123122,-0.0538040573036334,1.3331259618858473,0.5162965089884657,1.7776838750750097
0,1,0.4193586150495501,1.403568900805929,0.5680697614877523,0.2157199677884111,1.1412350394348465,1.0413566510508203,-0.322186895758337,0.6249548194498981,0.9650575144964888,0.5162965089884657,0.0724761665927298
0,1,-0.0484972548016485,-0.5471539782802777,0.5680697614877523,0.5288002750211492,-0.1255165441002792,0.0268072009181398,-0.0076711165656746,-0.0538040573036334,0.9650575144964888,0.5162965089884657,1.6352440903569194
4,1,1.3550703547519476,0.1030869814151245,1.3575904469453062,0.8418805822538873,-0.1255165441002792,0.0268072009181398,0.3068446626269875,0.6249548194498981,0.5969890671071303,-1.2852487564180954,1.5579196357956706
4,1,-0.0484972548016485,-1.19739493797568,-1.0109716094273555,0.5288002750211492,0.8245471435510648,0.7031735010065936,1.2503920002049744,1.3037136962034297,1.7011944092752058,-1.2852487564180954,1.3585039371903442
3,3,-2.3877766040576422,1.403568900805929,0.5680697614877523,-0.7235209539098031,-0.4422044399840606,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,1.3331259618858473,-2.186021389121376,-0.0984515750689783
1,1,-0.0484972548016485,0.1030869814151245,-1.0109716094273555,0.2157199677884111,0.1911713517835021,0.0268072009181398,-0.0076711165656746,-0.0538040573036334,-0.1391478276715867,-0.3844761237148148,0.2678221570632537
0,1,0.8872144849007488,-1.19739493797568,-1.0109716094273555,0.8418805822538873,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,-0.8752847224503036,-0.3844761237148148,-0.8106504986594293
1,1,-1.9199207342064435,0.7533279411105268,0.5680697614877523,-0.7235209539098031,-1.3922681276354048,1.0413566510508203,-1.580250012528986,-1.4113218108106966,0.5969890671071303,-1.2852487564180954,-0.7496048766373907
1,1,-0.984208994504046,-0.5471539782802777,-1.8004922948849094,-0.410440646677065,-0.1255165441002792,-0.6495590991703138,-1.580250012528986,-1.4113218108106966,-0.5072162750609452,-1.2852487564180954,-0.7089077952893649
2,1,-2.3877766040576422,-2.497876857366484,2.14711113240286,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,0.5162965089884657,-1.217621312139687
3,4,-0.0484972548016485,1.403568900805929,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,-0.8752847224503036,-1.2852487564180954,0.0643367503231248
3,4,-1.9199207342064435,0.7533279411105268,-1.0109716094273555,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.5461194698972618
0,4,-2.3877766040576422,-0.5471539782802777,-0.2214509239698015,0.5288002750211492,0.8245471435510648,-1.3259253992587676,-1.2657342333363235,-1.4113218108106966,-0.1391478276715867,0.5162965089884657,-0.7903019579854165
3,4,-2.3877766040576422,0.1030869814151245,0.5680697614877523,-0.410440646677065,-0.1255165441002792,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,0.2289206197177717,-1.2852487564180954,-0.5461194698972618
3,4,-2.3877766040576422,-1.19739493797568,-1.8004922948849094,-1.0366012611425413,-0.758892335867842,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,-0.1391478276715867,-2.186021389121376,-0.1798457377650299
4,1,-2.3877766040576422,-0.5471539782802777,1.3575904469453062,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,0.7968842145875886
2,1,-2.3877766040576422,-0.5471539782802777,2.14711113240286,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,0.2289206197177717,-1.2852487564180954,0.7968842145875886
3,1,-0.5163531246528473,0.1030869814151245,-1.8004922948849094,-1.3496815683752792,-1.3922681276354048,0.7031735010065936,-0.0076711165656746,-1.4113218108106966,1.3331259618858473,-1.2852487564180954,0.7968842145875886
4,1,-1.9199207342064435,-1.847635897671082,0.5680697614877523,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.7089077952893649
4,1,-0.0484972548016485,-1.847635897671082,1.3575904469453062,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.362982603831146
4,4,-1.9199207342064435,-1.19739493797568,0.5680697614877523,-1.3496815683752792,-0.4422044399840606,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.4240282258531844
4,1,1.3550703547519476,-3.7983587767572886,1.3575904469453062,-1.6627618756080174,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,0.715490051891537
4,1,-0.984208994504046,0.7533279411105268,-1.0109716094273555,-1.0366012611425413,-0.758892335867842,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,0.5162965089884657,-1.034484446073571
4,1,-0.984208994504046,-1.19739493797568,0.5680697614877523,-1.6627618756080174,-1.0755802317516234,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.7394306063003843
4,2,-1.9199207342064435,-2.497876857366484,0.5680697614877523,-1.3496815683752792,-1.3922681276354048,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-1.471978070564848
1,2,-0.0484972548016485,0.1030869814151245,-0.2214509239698015,0.2157199677884111,0.5078592476672835,-1.3259253992587676,-1.2657342333363235,-1.4113218108106966,-0.1391478276715867,-0.3844761237148148,-1.1667499604546547
4,4,-1.9199207342064435,-0.5471539782802777,1.3575904469453062,-1.0366012611425413,-0.4422044399840606,-1.6641085493029943,-1.580250012528986,-1.4113218108106966,2.0692628566645643,-0.3844761237148148,-0.4240282258531844
1,3,-1.4520648643552447,-0.5471539782802777,1.3575904469453062,1.1549608894866257,-1.3922681276354048,1.3795398010950473,1.2503920002049744,0.2855753810731323,0.9650575144964888,0.5162965089884657,-0.0984515750689783
5,1,1.3550703547519476,1.403568900805929,1.3575904469453062,-1.6627618756080174,-1.3922681276354048,-0.6495590991703138,1.2503920002049744,0.9643342578266638,-0.8752847224503036,-0.3844761237148148,2.2797841162062773
5,4,1.3550703547519476,1.403568900805929,1.3575904469453062,1.1549608894866257,-1.3922681276354048,-0.6495590991703138,1.2503920002049744,1.6430931345801951,0.9650575144964888,-4.888339287231218,2.2797841162062773
0,4,0.8872144849007488,-2.497876857366484,0.5680697614877523,-0.7235209539098031,-0.4422044399840606,-1.3259253992587676,0.6213604418196499,0.6249548194498981,-0.1391478276715867,2.317841774395027,2.2797841162062773
